387,103224,10
387,180671,9
387,236009,9
388,8242,8
388,8362,3
388,8891,6
388,16204,6
388,73831,8
388,95427,7
388,96754,10
388,104271,10
388,121495,10
388,144672,9
388,173329,8
388,184888,8
388,207154,7
388,212582,4
388,230951,5
388,233438,8
388,241829,7
392,265642,10
392,265814,7
392,267675,7
392,267824,5
392,267828,9
392,267854,5
392,267943,5
392,267997,7
392,268010,9
392,268122,9
392,268359,5
392,268718,5
393,129459,6
393,239881,6
408,33671,8
408,122334,9
408,128763,8
408,173045,6
408,224160,7
413,115967,8
413,117627,7
424,38323,5
424,61350,6
424,81923,7
424,104184,7
424,133331,6
424,176513,8
430,145762,8
431,118897,4
432,106610,7
433,70861,7
433,190962,5
440,72491,8
440,158761,10
440,170473,7
441,93923,7
441,148620,5
441,157925,8
444,69929,7
444,87599,7
444,130460,7
444,196445,8
446,1870,10
446,7271,8
446,7576,8
446,8508,10
446,71817,5
446,78433,3
446,102935,10
446,106565,10
446,147729,9
446,183024,5
446,241622,8
447,105904,4
453,33539,6
460,269680,3
460,269737,8
463,19194,8
472,2651,10
472,36726,5
472,44297,9
472,76874,9
472,176791,9
475,143101,10
476,33776,5
476,108648,8
476,224266,8
479,82681,7
486,8362,8
486,100885,8
486,158638,7
487,45877,7
487,69842,8
487,70740,7
487,106452,9
487,142178,6
487,213446,7
489,126151,7
493,70328,8
494,100580,5
496,82862,8
496,121265,8
499,158551,10
500,193639,10
500,193643,8
503,17147,10
503,43665,8
503,48795,7
503,70556,8
503,70889,10
503,77004,10
503,84050,10
503,87786,10
503,88898,10
503,109088,8
503,148222,10
503,175799,10
503,178846,10
503,205157,10
503,222619,10
505,4095,9
505,42721,7
505,69266,8
505,70952,8
505,82639,7
505,115796,8
505,141592,8
505,143136,8
505,176356,9
505,183818,7
505,224958,8
507,1454,9
507,6110,8
507,17526,7
507,21431,10
507,34185,9
507,37459,9
507,44159,8
507,46291,8
507,62983,9
507,81143,7
507,82302,7
507,100198,9
507,119325,7
507,119423,7
507,121266,7
507,121632,7
507,121875,7
507,121959,7
507,121967,7
507,122197,7
507,122374,7
507,122375,7
507,124359,7
507,146579,9
507,151422,10
507,151423,10
507,151424,10
507,151435,10
507,158265,10
507,159066,8
507,166277,7
507,181458,10
507,187797,8
507,207337,5
507,211894,8
507,221476,7
507,221503,7
508,69856,6
508,85563,7
512,135968,5
513,118649,9
523,7471,8
530,109351,10
537,144091,7
538,187978,8
542,132050,8
558,92248,8
565,9163,8
566,32743,6
566,69404,6
566,78277,2
566,130598,8
566,159057,6
567,17238,10
567,82529,8
567,106458,10
567,147131,9
567,171425,8
585,269373,7
592,10669,7
595,3357,9
595,18474,9
595,93935,9
595,94210,10
595,178077,8
595,232365,7
596,42492,10
596,157621,8
619,10980,7
619,23101,8
619,38831,6
619,246401,9
620,15112,6
620,97726,7
625,247195,7
625,247650,10
625,247968,9
625,248184,10
625,249140,9
625,249209,10
625,250229,10
625,250242,9
625,250386,8
626,254783,7
626,258845,10
628,256869,5
628,261517,4
638,3938,10
638,4591,9
638,16248,10
638,16507,10
638,21843,10
638,21852,10
638,38659,9
638,38742,10
638,38756,10
638,38757,9
638,38905,10
638,38932,10
638,38954,10
638,38955,9
638,38992,10
638,39264,10
638,43443,10
638,45542,8
638,60955,10
638,67720,8
638,70102,9
638,70280,9
638,70997,10
638,71081,10
638,71089,10
638,73909,8
638,78503,9
638,82923,9
638,93087,10
638,93144,9
638,93146,9
638,93220,10
638,93332,10
638,113027,8
638,113055,9
638,129688,8
638,129709,8
638,132523,7
638,134070,9
638,143290,10
638,143455,10
638,143932,10
638,144430,10
638,144717,10
638,144833,9
638,145249,7
638,149099,10
638,150999,9
638,157931,9
638,158379,10
638,191023,7
638,222694,10
638,222705,8
638,229940,9
639,99938,7
640,73649,8
640,93475,5
640,155080,8
641,11538,5
643,1063,7
643,10195,8
643,18467,8
643,19078,9
643,19096,9
643,20691,8
643,25318,7
643,79744,8
643,123462,5
643,123512,7
643,142266,7
643,157742,8
643,159343,8
643,160881,8
643,162287,8
643,204349,8
643,217935,8
643,237589,9
643,237614,8
643,238585,2
643,239297,8
643,239298,9
643,240229,7
643,246894,8
643,247143,8
643,247742,8
643,249104,8
643,249111,8
643,249122,7
643,249203,8
643,249368,7
643,249402,8
643,249441,9
643,249454,7
643,249534,10
643,249643,8
643,249728,8
643,249827,7
643,249833,8
643,249838,8
643,251895,6
643,252073,6
643,252101,7
643,252351,7
649,61576,7
650,7341,7
651,3205,5
651,7624,8
651,29507,6
651,33746,8
651,44202,7
651,44946,7
651,60536,7
651,60574,8
651,66179,7
651,80072,10
651,81588,6
651,87052,8
651,87435,8
651,91436,8
651,102456,7
651,121782,6
651,121783,6
651,121784,6
651,122134,7
651,145875,4
651,170737,7
651,170802,7
651,214389,4
651,225336,8
651,225353,6
651,225573,6
651,243596,4
651,243978,7
657,69183,6
657,166057,5
660,231103,8
677,45247,8
683,109961,8
685,78234,7
685,157580,10
695,37150,5
695,101045,7
695,181157,7
695,243161,8
698,205817,5
705,269299,7
707,73745,5
707,73914,5
707,131934,8
708,174885,7
709,5933,5
709,11427,9
709,11619,6
709,22599,10
709,22601,10
709,22603,10
709,38742,3
709,44771,7
709,83873,9
709,84474,9
709,84475,4
709,84476,5
709,84477,4
709,84478,4
709,84479,4
709,87023,10
709,88406,10
709,128670,9
709,152008,6
709,152067,10
709,224755,9
712,252875,6
712,253509,5
712,259306,6
713,162687,10
714,99274,7
714,202281,6
717,138850,7
726,54002,5
726,67222,10
726,70932,10
726,102368,10
728,140372,5
730,63662,5
735,69724,4
735,85544,6
735,87213,7
735,87330,9
735,94011,9
735,95403,8
735,95739,8
735,100226,8
735,109179,9
735,140651,10
735,218785,10
739,222199,9
741,13853,8
741,15600,10
741,25261,10
741,47852,9
741,47920,10
741,52506,10
741,52508,3
741,67771,8
741,71570,10
741,90351,8
741,98338,10
741,103021,10
741,103146,10
741,117566,8
741,128005,6
743,170839,7
744,81124,7
744,81331,8
744,81492,8
746,19038,8
746,63000,8
746,75075,8
746,181019,5
753,143473,10
753,157274,8
753,157275,10
753,157276,10
753,157277,10
753,157278,10
753,157285,8
753,157287,10
753,157299,10
753,157306,10
753,163305,10
753,196389,10
753,234854,10
756,121478,5
757,44513,8
758,20584,9
758,20585,10
759,140227,7
763,116044,8
763,135762,10
763,176490,10
765,231098,8
767,213378,10
769,7035,10
771,43632,10
774,116173,8
776,5883,7
776,18163,9
776,61785,10
776,62017,8
776,198703,8
776,258641,9
777,127849,9
777,197457,9
778,78433,10
780,98240,10
782,217132,10
785,158029,5
786,122428,6
786,122464,3
790,43479,8
805,5113,10
805,7382,7
805,15676,9
805,15786,10
805,16987,10
805,17629,7
805,17878,4
805,23225,9
805,38939,7
805,61593,8
805,62075,8
805,63402,10
805,77229,9
805,86864,8
805,104382,8
805,118059,8
805,132787,8
805,144859,10
805,148278,8
805,179393,7
805,199067,10
805,208471,10
805,227173,8
811,259317,8
818,134747,5
819,44584,5
819,92248,7
819,98634,5
819,139566,5
824,144924,5
827,22422,7
827,81270,10
827,88371,10
828,45063,10
834,20880,5
834,53986,2
834,95511,3
834,133618,7
834,164388,3
834,170673,3
834,215546,5
834,222705,5
843,4709,8
843,12240,8
843,147654,8
843,171130,8
850,136877,6
850,253917,7
850,253919,7
850,254345,3
850,254965,9
850,255239,6
850,255416,8
850,257521,7
850,257548,5
850,257714,10
850,257754,5
850,258940,8
850,261430,6
850,261496,10
850,262166,3
850,262933,10
853,15296,8
853,43898,5
853,44314,9
853,46242,9
853,94384,8
878,121828,9
882,1420,10
882,11323,10
882,11361,5
882,19856,9
882,40663,9
882,43299,8
882,52721,5
882,56549,7
882,63456,10
882,71081,10
882,73720,10
882,74737,10
882,77364,10
882,82748,10
882,83385,9
882,86885,5
882,87608,10
882,91839,9
882,97321,9
882,97813,9
882,103773,10
882,108168,9
882,109179,6
882,109208,6
882,110508,8
882,115861,9
882,117185,10
882,117278,10
882,117633,10
882,118264,5
882,118700,10
882,119097,10
882,121716,10
882,130637,10
882,133069,4
882,137573,10
882,143653,9
882,145556,10
882,159304,5
882,265467,10
883,18084,7
885,63212,9
885,175038,5
886,144603,7
887,89516,8
895,135581,7
896,20597,8
896,104824,7
899,216813,2
899,252820,9
899,257367,4
899,257939,8
899,262294,7
900,7382,9
900,48259,5
900,48324,5
900,49213,5
900,54396,5
900,81475,6
900,89414,5
900,96686,5
900,102197,5
900,102384,5
900,121682,6
900,121969,5
901,808,9
901,13753,9
901,19612,8
901,20091,8
901,113793,8
901,113794,8
901,113799,9
901,167901,10
901,193957,9
901,232500,10
901,238728,9
902,133525,8
903,198725,9
913,18146,8
914,253231,10
914,254265,10
914,254267,10
914,262581,7
915,23225,10
921,247456,3
924,250095,8
929,2495,8
929,2915,8
929,26517,7
929,31852,8
929,42017,5
929,42561,5
929,43208,7
929,69428,7
929,72914,8
929,80095,8
929,84879,8
929,87315,6
929,89835,4
929,99711,6
929,116707,6
929,119409,10
929,122570,9
929,135191,8
929,137114,8
929,137513,7
929,145106,5
929,165911,8
929,205954,8
929,212493,5
929,245059,7
938,69847,9
941,117605,9
951,62019,8
965,176512,9
969,152449,8
973,231069,10
984,96929,9
984,136794,7
999,89479,7
1003,100893,5
1008,32509,9
1009,78572,8
1009,100096,9
1009,133680,10
1010,44590,5
1016,78354,7
1019,109122,8
1021,7485,10
1021,229457,10
1022,61968,10
1022,98180,8
1024,7105,7
1024,133878,5
1025,648,9
1025,928,5
1025,6136,8
1025,7382,5
1025,20518,9
1025,20627,10
1025,21389,10
1025,21583,10
1025,39726,8
1025,63394,8
1025,72965,9
1025,83617,7
1025,114051,9
1025,114083,9
1025,114108,8
1025,114109,7
1025,123773,8
1025,123780,8
1025,123941,7
1025,130149,9
1025,146437,8
1025,148222,9
1025,157818,8
1025,160255,9
1025,161491,7
1025,161495,6
1025,162476,6
1025,176587,10
1025,180121,9
1025,194562,5
1026,233052,7
1031,46253,7
1031,133620,7
1032,7453,8
1032,69365,10
1032,91566,10
1038,18693,5
1040,157832,5
1048,117560,9
1048,167838,8
1048,173894,7
1054,61307,9
1054,217283,8
1057,69708,6
1057,99528,10
1060,170712,8
1063,44648,5
1063,134507,9
1063,139371,6
1063,141984,5
1063,173262,7
1063,206469,9
1063,222213,8
1075,21431,10
1075,38742,7
1075,62365,7
1075,71081,7
1075,105844,5
1075,119932,9
1075,129755,10
1075,166030,9
1075,205461,8
1075,217283,5
1079,209420,8
1082,222645,10
1083,21218,10
1083,43050,10
1083,84023,9
1083,87761,10
1083,103146,6
1083,175062,7
1087,202243,9
1093,37358,6
1094,120761,8
1095,195364,10
1095,258690,5
1096,125765,7
1096,227224,7
1098,33547,7
1108,71116,7
1111,71140,8
1113,69637,9
1113,154991,6
1113,180981,5
1113,193034,8
1116,9012,8
1116,10290,7
1116,37326,4
1116,80831,2
1116,82991,6
1116,101994,6
1116,121880,5
1118,78277,8
1118,135998,9
1123,105876,8
1123,135905,7
1124,130402,8
1129,11538,4
1129,17885,7
1129,22039,7
1129,70328,6
1129,70824,6
1129,119933,3
1129,134523,7
1129,217464,3
1129,222469,9
1129,246369,10
1131,7613,8
1131,8362,7
1131,10214,8
1131,10376,7
1131,12515,7
1131,23644,8
1131,32889,8
1131,37392,6
1131,44206,7
1131,61980,7
1131,70494,9
1131,74954,7
1131,86808,8
1131,93693,6
1131,94210,7
1131,94253,5
1131,96178,7
1131,100307,7
1131,102920,8
1131,132830,6
1131,140892,7
1131,145518,7
1131,145691,7
1131,158637,7
1133,93990,8
1137,268317,7
1140,141984,10
1150,106556,10
1155,8859,7
1155,53991,8
1155,67024,6
1155,67124,10
1155,86971,7
1155,93805,8
1155,101542,8
1155,102004,9
1155,132618,7
1155,133716,9
1155,138729,7
1155,139027,5
1155,158373,8
1161,10390,5
1161,53277,6
1161,62341,5
1161,104896,10
1161,172147,10
1164,63393,10
1166,249625,9
1167,7439,10
1167,59626,5
1167,69901,5
1167,86955,5
1167,87318,8
1167,144095,7
1167,157938,7
1167,173570,9
1169,62151,6
1172,257589,10
1174,26674,4
1178,20514,10
1178,86348,10
1178,87980,9
1178,89220,2
1180,182188,10
1184,44085,7
1184,82116,7
1184,122447,3
1184,200747,7
1192,51310,5
1192,101648,7
1200,65711,9
1210,144807,9
1211,13753,9
1211,21327,9
1211,62361,8
1211,71081,9
1211,162478,8
1211,170816,8
1211,246875,9
1211,247217,8
1211,247232,7
1211,247310,7
1211,247497,7
1211,247906,8
1211,247935,8
1211,247967,6
1211,248084,7
1211,248138,9
1211,248198,9
1211,248576,9
1211,248609,9
1211,248616,10
1211,248617,8
1211,249108,6
1211,249164,8
1211,249170,8
1211,249224,8
1211,249774,5
1211,249780,7
1211,249905,9
1211,250068,9
1211,250076,9
1211,250181,8
1211,250206,8
1211,250388,2
1211,250542,9
1211,250565,7
1211,250883,8
1211,250900,9
1211,250962,6
1211,251078,8
1211,251241,8
1211,251328,9
1211,251329,9
1211,251330,9
1211,251331,10
1211,251398,7
1211,252081,9
1211,252082,9
1214,63740,8
1214,102877,8
1219,82318,7
1219,187542,6
1223,38763,3
1234,265139,9
1235,15974,9
1235,44404,9
1242,222937,7
1248,26018,9
1248,32223,10
1248,32705,10
1248,44128,10
1248,44848,10
1248,70199,6
1248,71549,10
1248,88575,10
1248,98319,10
1248,114904,10
1248,122176,10
1248,132170,10
1248,143324,9
1248,144137,9
1248,168227,10
1248,174513,10
1248,176261,9
1248,179866,9
1248,211556,9
1248,222324,10
1248,223873,10
1248,240506,10
1249,87421,5
1249,132830,8
1249,148030,8
1250,71226,8
1252,34238,8
1254,205964,10
1254,205998,10
1254,216712,7
1258,116611,4
1259,10549,7
1261,38932,8
1261,44901,7
1261,45773,6
1261,104382,7
1261,150971,8
1262,236946,10
1262,236947,10
1263,101271,9
1264,62164,8
1266,130470,10
1267,3490,5
1279,32426,10
1279,197084,5
1281,46023,7
1293,91562,10
1294,56444,8
1294,78314,7
1294,182587,8
1296,214652,10
1297,4597,8
1297,144807,7
1297,190032,7
1297,231474,10
1309,39265,7
1309,82702,10
1309,121665,10
1314,269360,1
1324,151096,5
1330,260243,10
1331,20966,9
1331,167239,5
1331,169235,9
1343,114051,9
1343,128279,10
1344,168924,8
1348,8714,7
1348,244015,8
1355,246421,9
1359,78953,7
1360,231867,7
1361,254628,10
1368,5712,7
1368,12206,7
1368,61277,5
1368,83086,7
1369,5296,7
1372,254971,10
1372,256988,9
1375,157460,5
1376,45215,8
1376,82438,7
1376,82635,9
1376,82639,7
1377,87324,8
1389,121716,9
1395,246135,10
1396,64800,10
1399,34557,9
1399,37723,10
1399,61461,9
1403,45864,8
1409,10215,8
1409,52702,8
1409,82639,9
1409,86585,8
1409,108685,6
1409,108950,5
1410,148969,9
1412,23225,9
1412,45183,9
1412,45642,6
1412,70644,9
1412,70852,9
1412,71148,9
1412,100045,7
1412,206714,7
1417,112223,7
1424,3138,7
1424,5679,7
1424,6603,9
1424,7485,7
1424,8949,8
1424,8992,5
1424,9492,6
1424,10332,5
1424,13753,8
1424,17263,9
1424,17900,10
1424,21420,7
1424,21521,6
1424,21875,6
1424,21930,7
1424,22961,8
1424,23084,7
1424,26211,7
1424,32040,7
1424,34466,8
1424,38271,8
1424,38392,8
1424,39651,6
1424,40066,6
1424,40087,6
1424,40162,6
1424,40262,6
1424,40563,9
1424,45811,7
1424,46110,7
1424,62330,7
1424,63747,6
1424,69548,7
1424,69893,6
1424,71169,7
1424,78181,7
1424,93195,7
1424,103177,7
1424,103213,7
1424,113499,8
1424,119333,6
1424,128829,7
1424,129019,7
1424,129511,8
1424,130693,8
1424,137687,8
1424,140615,8
1424,142955,7
1424,153730,7
1424,157901,8
1424,157972,8
1424,158662,7
1424,158831,7
1424,160216,8
1424,160612,6
1424,162636,6
1424,166030,8
1424,175038,6
1424,181651,6
1424,201113,7
1424,217437,7
1424,235052,5
1424,235068,7
1424,236693,8
1424,237635,7
1424,240570,8
1424,241590,7
1427,10550,10
1433,158637,3
1434,4206,10
1435,7066,10
1435,8386,5
1435,44404,5
1435,44659,5
1435,45113,10
1435,60747,8
1435,61739,7
1435,64834,10
1435,69645,9
1435,70735,6
1435,74721,7
1435,77760,5
1435,93990,10
1435,94210,8
1435,100162,7
1435,101240,4
1435,106857,10
1435,109827,10
1435,110667,10
1435,122965,8
1435,130481,9
1435,133207,7
1435,133466,4
1435,145345,8
1435,148222,8
1435,148403,5
1435,148643,9
1435,148827,9
1435,174079,5
1435,175062,10
1435,182586,4
1435,192844,5
1435,193852,6
1435,198341,5
1435,199061,6
1435,203457,7
1435,208880,10
1435,210616,7
1435,211362,7
1435,216813,5
1435,221780,6
1435,222597,10
1435,228707,5
1435,230874,4
1435,244942,3
1435,246567,6
1436,87154,6
1436,100845,9
1436,204457,7
1439,9062,8
1442,249149,10
1448,144274,6
1455,182198,8
1461,183961,10
1466,260385,4
1466,261335,8
1467,122356,7
1467,132673,7
1467,167537,7
1467,219882,7
1467,244567,5
1473,235763,10
1475,235632,8
1484,239869,5
1485,14986,9
1485,64086,8
1485,64448,8
1485,88911,10
1485,166096,6
1486,216813,5
1489,70776,8
1491,103046,7
1499,105137,5
1499,198951,9
1499,246261,6
1500,131977,7
1504,44205,8
1511,44771,9
1511,81353,7
1513,135762,8
1515,133618,9
1517,264739,4
1517,268809,6
1519,133680,8
1530,87737,8
1535,4330,7
1535,145556,10
1539,222284,10
1548,5479,1
1548,7607,6
1548,32889,8
1548,44934,5
1548,45431,8
1548,45690,7
1548,60262,7
1548,61271,7
1548,82251,8
1548,103471,7
1548,104382,8
1548,115115,8
1548,116697,9
1548,117628,9
1548,165780,8
1550,174073,9
1554,87762,9
1554,146442,10
1556,227098,5
1558,9478,10
1558,60453,9
1558,82262,7
1558,92987,10
1558,129819,10
1558,138960,10
1559,4150,10
1570,23552,10
1582,228832,10
1583,6908,5
1585,2114,5
1585,9022,4
1585,38148,7
1585,39201,7
1585,45160,7
1585,91993,4
1585,93623,6
1585,94010,6
1585,96701,8
1585,99058,5
1585,99980,6
1585,118784,7
1585,119527,7
1585,119597,6
1585,148932,4
1585,201418,5
1586,128257,7
1589,9048,5
1591,253096,10
1596,3166,5
1596,71145,6
1596,143596,6
1597,38615,7
1597,133295,5
1597,138770,7
1597,144833,4
1608,96701,10
1608,96805,5
1608,108101,8
1608,108188,8
1608,108482,8
1615,258991,10
1616,122224,9
1617,70402,7
1617,118059,8
1619,87369,9
1619,118683,7
1619,122071,7
1633,80003,7
1639,151942,9
1641,119916,7
1650,175038,10
1652,22007,7
1652,71081,7
1652,145202,7
1652,246395,5
1653,264133,7
1654,224767,8
1660,37381,6
1660,46190,3
1660,121126,6
1660,122337,5
1660,122351,7
1660,133737,6
1660,171630,6
1660,205998,7
1674,4497,10
1674,8301,9
1674,14218,7
1674,34210,10
1674,35316,5
1674,35498,1
1674,37967,10
1674,44537,9
1674,44584,7
1674,45201,7
1674,62341,10
1674,70549,10
1674,70711,10
1674,70919,10
1674,72245,10
1674,91220,1
1674,98319,5
1674,99479,8
1674,120058,10
1674,127872,10
1674,130489,8
1674,144659,6
1674,145729,8
1674,180705,10
1683,168749,7
1684,68832,8
1688,108763,5
1688,108997,5
1688,109070,6
1688,113873,9
1688,181348,6
1696,264073,8
1696,264657,8
1696,268590,8
1706,4374,9
1706,44794,5
1706,71661,4
1706,93739,7
1706,103053,10
1706,144520,8
1706,156459,8
1718,158637,8
1719,61301,7
1719,133606,3
1719,145236,7
1719,228947,5
1721,97252,9
1723,127062,5
1725,165785,9
1725,266786,10
1725,267080,10
1725,267323,7
1730,166128,8
1733,5948,7
1733,9133,9
1733,9998,9
1733,10288,8
1733,36828,6
1733,37392,5
1733,37720,5
1733,46053,10
1733,49009,3
1733,51065,8
1733,51072,5
1733,51086,8
1733,51856,9
1733,51934,5
1733,52356,9
1733,52497,4
1733,52721,9
1733,53114,8
1733,53319,8
1733,53321,10
1733,53453,10
1733,53631,6
1733,54578,7
1733,54633,7
1733,55215,7
1733,55343,8
1733,56053,6
1733,56054,6
1733,56064,8
1733,57527,10
1733,57635,5
1733,57849,8
1733,57881,5
1733,57916,10
1733,58018,8
1733,58045,7
1733,58053,5
1733,58054,6
1733,58058,10
1733,58831,7
1733,59453,9
1733,59663,7
1733,59855,4
1733,59863,6
1733,65553,7
1733,65794,9
1733,65846,8
1733,82791,7
1733,85963,9
1733,87377,8
1733,91877,2
1733,92042,7
1733,92272,5
1733,93192,7
1733,93535,8
1733,96604,1
1733,101033,9
1733,101059,5
1733,101189,10
1733,107427,5
1733,107536,10
1733,107538,10
1733,108636,8
1733,109048,8
1733,109130,9
1733,109581,8
1733,114834,7
1733,118012,5
1733,118929,7
1733,119523,8
1733,121184,7
1733,121774,8
1733,122440,9
1733,125460,10
1733,132906,9
1733,135882,7
1733,141039,5
1733,152410,10
1733,158551,8
1733,158835,10
1733,159462,9
1733,186261,10
1733,187534,9
1733,189037,5
1733,192429,8
1733,216813,1
1733,218979,7
1733,218995,8
1733,219113,7
1733,219153,9
1733,219429,6
1745,66761,8
1759,137591,8
1762,269389,6
1768,87421,10
1773,175038,9
1775,18909,8
1782,202278,9
1790,5592,4
1790,61922,8
1790,87154,5
1790,115155,6
1790,140892,8
1790,174464,8
1791,63182,8
1791,63400,8
1791,180679,7
1792,206472,7
1792,222597,8
1797,251509,8
1799,269333,9
1802,117487,7
1803,71081,9
1805,7659,7
1805,32509,9
1805,33591,7
1805,45016,6
1805,67255,7
1805,70728,8
1805,266620,8
1805,270272,7
1807,257410,3
1812,34683,8
1812,37212,9
1812,62408,8
1812,139259,7
1812,233289,6
1813,78007,4
1830,119934,6
1830,121716,7
1835,270745,6
1838,8849,9
1838,82098,9
1838,129680,8
1841,101243,5
1844,254114,8
1846,247985,10
1848,9012,5
1848,12672,10
1848,23225,10
1848,34796,10
1848,43524,10
1848,43656,9
1848,44403,8
1848,45215,8
1848,45954,9
1848,62067,9
1848,67894,10
1848,74307,10
1848,99711,5
1848,112549,6
1848,139454,10
1848,147642,10
1848,154983,10
1848,164138,10
1848,165874,10
1848,165875,10
1848,167363,5
1848,170496,10
1848,175623,10
1848,180887,10
1848,180935,8
1848,181887,8
1848,196738,7
1848,204066,10
1848,242678,7
1848,245965,10
1848,263628,9
1850,41032,7
1859,180978,8
1863,256146,8
1863,260028,7
1869,81235,8
1869,181356,10
1878,91714,7
1881,93915,9
1881,175113,4
1888,62374,8
1891,205261,5
1891,232760,7
1892,166030,9
1898,7194,8
1898,7755,9
1898,70582,8
1898,170333,8
1900,10774,7
1901,44460,4
1901,87281,6
1903,7374,7
1903,7522,9
1903,13924,10
1903,14014,3
1903,14096,8
1903,14129,9
1903,16473,10
1903,17994,10
1903,18426,10
1903,22059,10
1903,24595,10
1903,27964,10
1903,38468,10
1903,38939,10
1903,41197,10
1903,43252,10
1903,45063,10
1903,62574,9
1903,66927,10
1903,71256,2
1903,74744,10
1903,79575,10
1903,83691,9
1903,87239,6
1903,92421,10
1903,103811,10
1903,104923,10
1903,109600,8
1903,123852,8
1903,131177,10
1903,137210,10
1903,143692,10
1903,148909,1
1903,150562,3
1903,150746,10
1903,166296,8
1903,170306,6
1903,174861,10
1903,177652,10
1903,181887,10
1903,190497,7
1903,200259,1
1903,213715,8
1903,216183,10
1903,225775,9
1903,226454,10
1903,226796,6
1903,231059,10
1903,231381,10
1903,233981,1
1903,234901,10
1903,239855,9
1903,271415,5
1905,118367,5
1915,87317,7
1918,237521,8
1923,40063,8
1923,79391,8
1923,140418,8
1928,33286,5
1928,38742,10
1928,75185,9
1928,189848,8
1928,225373,5
1933,87421,8
1937,4214,7
1945,133418,10
1947,145273,9
1949,82561,8
1951,161666,7
1961,42303,8
1966,229488,7
1971,35539,7
1978,82990,10
1989,148803,9
1990,269040,5
1990,269047,9
1990,269082,7
1995,268667,5
1996,18146,8
1996,114087,7
2009,69194,7
2009,106238,8
2009,154457,9
2009,154508,9
2009,197030,7
2009,220332,8
2010,66496,6
2010,78429,7
2010,87146,5
2010,93624,10
2010,100665,8
2010,137108,4
2010,148048,5
2010,148742,8
2010,150611,9
2010,157054,8
2010,190110,5
2010,219722,2
